Submission id,Participant id,Status,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Fluent languages,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
637e6e829807fc59fa722a05,635287f17eb563e384bdc0d2,APPROVED,2022-11-23T19:03:56.971000Z,2022-11-23T19:18:44.617000Z,2022-11-23T19:32:15.766000,2022-11-23T19:18:45.080533Z,888,C2TJMYKC,28,"English, Dutch",22,Female,White,Netherlands,Netherlands,Netherlands,Dutch,Yes,Full-Time
637e6e82d1755b57e64d4cc4,60d4593dfadd8d6fe19b1444,APPROVED,2022-11-23T19:03:35.398000Z,2022-11-23T19:14:53.117000Z,2022-11-23T19:32:15.973000,2022-11-23T19:14:53.651188Z,678,C2TJMYKC,105,"English, Polish",21,Male,White,Poland,Poland,Poland,Polish,Yes,Part-Time
637e6e82f16962ee45b325cd,62a96f8f6ab7e0c3ce90095f,APPROVED,2022-11-23T19:03:44.713000Z,2022-11-23T19:11:26.462000Z,2022-11-23T19:32:16.172000,2022-11-23T19:11:26.837953Z,462,C2TJMYKC,452,English,22,Male,White,United States,United States,United States,English,No,Full-Time
637e6e833500d224498bd2f3,5f97e6601f6d0e016087fc91,APPROVED,2022-11-23T19:03:31.098000Z,2022-11-23T19:23:07.514000Z,2022-11-23T19:32:16.369000,2022-11-23T19:23:07.837728Z,1177,C2TJMYKC,725,"English, Polish, German",29,Male,White,Poland,Poland,Poland,Polish,Yes,Full-Time
637e6e833f4b9765a12f4fe5,62d6eab7b5c3b5aa68d38fc6,APPROVED,2022-11-23T19:03:33.728000Z,2022-11-23T19:15:35.047000Z,2022-11-23T19:32:16.560000,2022-11-23T19:15:35.506519Z,722,C2TJMYKC,112,English,24,Male,Asian,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
637e6e835fa93fb63e930584,5dd3df439ca8a33c3460fe11,APPROVED,2022-11-23T19:04:09.626000Z,2022-11-23T19:10:18.915000Z,2022-11-23T19:32:16.771000,2022-11-23T19:10:19.337131Z,370,C2TJMYKC,328,English,34,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
637e6e83600d2aabdde37a79,5e06667850221303e42bdfc4,APPROVED,2022-11-23T19:03:31.521000Z,2022-11-23T19:12:52.566000Z,2022-11-23T19:32:16.981000,2022-11-23T19:12:53.074930Z,562,C2TJMYKC,583,"English, Czech",25,Male,White,Czech Republic,Czech Republic,Czech Republic,Czech,No,Full-Time
637e6e83f9c244173f7e8d1b,5d1e0b068777b50001f52b0e,APPROVED,2022-11-23T19:03:34.863000Z,2022-11-23T19:10:36.355000Z,2022-11-23T19:32:17.185000,2022-11-23T19:10:36.678420Z,422,C2TJMYKC,1417,English,39,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
637e6e84026901078fc0d747,5f466020c3a053038da47399,APPROVED,2022-11-23T19:03:32.086000Z,2022-11-23T19:10:22.471000Z,2022-11-23T19:32:17.395000,2022-11-23T19:10:22.858956Z,411,C2TJMYKC,141,"Portuguese, English",24,Female,White,Portugal,Portugal,Portugal,Portuguese,No,Full-Time
637e6e842d5b46badcfbc3ab,628deac8711dee5dbda650ae,APPROVED,2022-11-23T19:04:00.542000Z,2022-11-23T19:19:29.081000Z,2022-11-23T19:32:17.590000,2022-11-23T19:19:31.385628Z,929,C2TJMYKC,632,English,30,Male,White,United States,United States,United States,English,No,Full-Time
